Plant_ID,above_A630,above_mg.L,above_ashed_weight_g,above_ashed_weight_mg,above_decimal_percent_phosphorus,above_percent_phorphorus,below_A630,below_mg.L,below_ashed_weight_g,below_ashed_weight_mg,below_decimal_percent_phosphorus,below_percent_phorphorus,Accession,Population,Tray,Ploidy,Treatment,rand_placement_within_tray,Placement,randomized_tray_layout,flow_fresh_tissue_weight,DNA_content,FLOW,flow_ploidy,finalized_ploidy,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,log_avg_chlorophyll,avg_DMC,arcsine_avg_DMC,est_flo_dry_leaf_weight,avg_SLA,log_avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,log_Total_biomass_g,total_biomass_avg_ploidy,total_biomass_SD_ploidy,total_biomass_N_ploidy,root_to_shoot_raio,rootshoot_avg_ploidy,rootshoot_SD_ploidy,rootshoot_N_ploidy,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,arcsine_normalized_aboveground_mass,normal_above_mass_avg_ploidy,normal_above_mass_SD_ploidy,normal_above_mass_N_ploidy,normalized_belowground_mass,arcsine_normal_beloground_mass,normal_below_mass_avg_ploidy,normal_below_mass_SD_ploidy,normal_below_mass_N_ploidy,normalized_rhizome_mass,arcsine_normal_rhizome_mass,normal_rhizome_mass_avg_ploidy,normal_rhizome_mass_SD_ploidy,normal_rhizome_mass_N_ploidy,normalized_fine_roots_mass,arcsine_normal_fine_root_mass,normal_fineroot_mass_avg_ploidy,normal_fineroot_mass_SD_ploidy,normal_fineroot_mass_N_ploidy,normalized_avg_leaf_dry_mass
222,0.014,0.0355826,0.0193,19.3,0.001843658,0.184365803,NA,NA,NA,NA,NA,NA,Blue2-2,Blue,18,2x,Low,0.080055018,3,NA,NA,NA,,,2x,41,0.0509,0.0165,1.88,0.0188,1.139393939,6.1,0.324165029,40.2,0.0504,0.0137,1.85,0.0185,1.350364964,5.94,0.271825397,NA,NA,NA,NA,NA,NA,NA,NA,0.0151,40.6,1.608526034,0.297995213,0.577450239,0.011429798,1.244879452,0.095127299,0,0,0,0,0,0.087,0.098429798,0.0637,0.162129798,-0.790137158,NA,NA,NA,0.647161747,NA,NA,NA,0.0391,0.0246,0,0.60710492,0.893339574,NA,NA,NA,0.39289508,0.677456753,NA,NA,NA,0.241164798,0.513335226,NA,NA,NA,0.151730282,0.400116577,NA,NA,NA,0.093135255
236,0.078,0.0381374,0.0157,15.7,0.002429134,0.242913376,NA,NA,NA,NA,NA,NA,Blue2-3,Blue,24,2x,Low,0.444920381,8,NA,NA,NA,,,2x,43.5,0.0333,0.0392,1.2,0.012,NA,4.53,NA,44.7,0.0301,0.0293,1.13,0.0113,NA,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03425,44.1,1.644438589,NA,NA,NA,NA,NA,0,0,0,0,0,0.0511,0.0511,0.0369,0.088,-1.055517328,NA,NA,NA,0.722113503,NA,NA,NA,0.0214,0.0155,0,0.580681818,0.866434284,NA,NA,NA,0.419318182,0.704362043,NA,NA,NA,0.243181818,0.51568937,NA,NA,NA,0.176136364,0.433099385,NA,NA,NA,0.389204545
245,0.056,0.0279448,0.0158,15.8,0.001768658,0.176865823,NA,NA,NA,NA,NA,NA,Blue6-2018,Blue,17,2x,Low,0.012730958,2,NA,NA,NA,,,2x,36.1,0.0151,0.007,0.69,0.0069,0.985714286,3.49,0.463576159,37.1,0.0193,0.0067,0.82,0.0082,1.223880597,3.91,0.347150259,NA,NA,NA,NA,NA,NA,NA,NA,0.00685,36.6,1.563481085,0.405363209,0.690187012,0.009229773,1.104797442,0.04328266,0,1,0,0,1,0.0232,0.032429773,0.0355,0.067929773,-1.167939837,NA,NA,NA,1.094673096,NA,NA,NA,0.0164,0.0191,0,0.477401463,0.762791925,NA,NA,NA,0.522598537,0.808004401,NA,NA,NA,0.241425803,0.513640232,NA,NA,NA,0.281172734,0.558903937,NA,NA,NA,0.100839436
266,0.149,0.0710317,0.021,21,0.003382462,0.33824619,NA,NA,NA,NA,NA,NA,Cheney7-2018,Cheney,2,2x,Control,0.964151858,18,NA,0.0638,1.148,Y,2X,2x,45.8,0.0726,0.0288,3.06,0.0306,1.0625,7.27,0.396694215,46.4,0.0663,0.024,2.64,0.0264,1.1,6.79,0.36199095,41.2,0.0642,0.0224,2.72,0.0272,1.214285714,6.68,0.348909657,0.025066667,44.46666667,1.648034575,0.369198274,0.653056595,0.02290563,1.125595238,0.051382247,0,0,0,0,0,0.159,0.18190563,0.1711,0.35300563,-0.452218368,NA,NA,NA,0.940597605,NA,NA,NA,0.0962,0.0749,0,0.515305181,0.800705736,NA,NA,NA,0.484694819,0.770090591,NA,NA,NA,0.2725169,0.549231034,NA,NA,NA,0.212177919,0.478702312,NA,NA,NA,0.071009256
271,0.028,0.0149724,0.0064,6.4,0.002339438,0.23394375,NA,NA,NA,NA,NA,NA,Cheney7-2018,Cheney,19,2x,Low,0.689632801,15,NA,NA,NA,,,2x,35.5,NA,0.0087,1.24,0.0124,1.425287356,4.53,NA,39.1,0.0246,0.0083,1.08,0.0108,1.301204819,4.33,0.337398374,NA,NA,NA,NA,NA,NA,NA,NA,0.0085,37.3,1.571708832,0.337398374,0.619784836,0.023017544,1.363246088,0.13457426,0,0,1,1,2,0.0227,0.045717544,0.0304,0.076117544,-1.118515233,NA,NA,NA,0.664952606,NA,NA,NA,0.0123,0.0181,0,0.600617697,0.886707639,NA,NA,NA,0.399382303,0.684088687,NA,NA,NA,0.161592182,0.413684013,NA,NA,NA,0.237790121,0.509381412,NA,NA,NA,0.111669394
275,0.635,0.2855295,0.0276,27.6,0.010345272,1.034527174,NA,NA,NA,NA,NA,NA,Cheney7-2018,Cheney,11,2x,High,0.242655991,5,NA,0.1096,1.171,Y,2X,2x,51.2,0.1077,0.0282,3.97,0.0397,1.407801418,8.53,0.26183844,48.8,0.1707,0.0477,5.68,0.0568,1.190775681,10.36,0.27943761,46.3,0.1691,0.0528,5.66,0.0566,1.071969697,10.58,0.312241277,0.0429,48.76666667,1.688123071,0.284505776,0.562604215,0.015952603,1.223515599,0.087609511,0,0,1,0,1,0.735,0.750952603,0.235,0.985952603,-0.006143962,NA,NA,NA,0.312935862,NA,NA,NA,0.066,0.169,0,0.761651829,1.060759775,NA,NA,NA,0.238348171,0.510036552,NA,NA,NA,0.066940337,0.26170545,NA,NA,NA,0.171407834,0.426859662,NA,NA,NA,0.043511219
277,0.174,0.077937,0.0253,25.3,0.003080514,0.308051383,NA,NA,NA,NA,NA,NA,CheneyA-2018,Cheney,5,2x,Control,0.536881935,13,NA,0.085,1.123,Y,2X,2x,43.4,0.0755,0.024,2.67,0.0267,1.1125,6.76,0.317880795,44.3,0.0768,0.0239,2.77,0.0277,1.158995816,6.83,0.311197917,37.6,0.0789,0.0218,2.94,0.0294,1.348623853,7.16,0.276299113,0.023233333,41.76666667,1.620829816,0.301792608,0.581593974,0.020686567,1.206706556,0.081601672,0,0,0,0,0,0.091,0.111686567,0.1071,0.218786567,-0.659979346,NA,NA,NA,0.958933584,NA,NA,NA,0.0421,0.065,0,0.51048183,0.795880761,NA,NA,NA,0.48951817,0.774915565,NA,NA,NA,0.192424976,0.454110029,NA,NA,NA,0.297093194,0.576463731,NA,NA,NA,0.106191771
282,0.098,0.0474034,0.0187,18.7,0.002534941,0.253494118,NA,NA,NA,NA,NA,NA,CheneyA-2018,Cheney,22,2x,Low,0.498207138,10,NA,NA,NA,,,2x,38.6,0.0347,0.0126,1.39,0.0139,1.103174603,4.8,0.363112392,36.6,0.0326,0.0128,1.32,0.0132,1.03125,4.91,0.392638037,NA,NA,NA,NA,NA,NA,NA,NA,0.0127,37.6,1.575187845,0.377875215,0.662025289,0.010705066,1.067212302,0.028250823,0,0,0,0,0,0.0637,0.074405066,0.0782,0.152605066,-0.816431049,NA,NA,NA,1.051003705,NA,NA,NA,0.0472,0.031,0,0.48756616,0.772963042,NA,NA,NA,0.51243384,0.797833285,NA,NA,NA,0.309295106,0.589737717,NA,NA,NA,0.203138735,0.46755959,NA,NA,NA,0.083221353
284,0.129,0.0617657,0.0201,20.1,0.00307292,0.30729204,NA,NA,NA,NA,NA,NA,CheneyA-2018,Cheney,24,2x,Low,0.183408505,5,NA,NA,NA,,,2x,33.5,0.028,0.0109,1.22,0.0122,1.119266055,4.54,0.389285714,33.7,0.0285,0.0103,1.12,0.0112,1.087378641,4.4,0.361403509,NA,NA,NA,NA,NA,NA,NA,NA,0.0106,33.6,1.526339277,0.375344612,0.659413917,0.006145505,1.103322348,0.042702415,0,0,0,0,0,0.0463,0.052445505,0.0462,0.098645505,-1.0059227,NA,NA,NA,0.880914389,NA,NA,NA,0.0255,0.0207,0,0.531656308,0.817075659,NA,NA,NA,0.468343692,0.753720668,NA,NA,NA,0.258501388,0.533360934,NA,NA,NA,0.209842304,0.475840208,NA,NA,NA,0.107455479
295,0.097,0.0469401,0.0172,17.2,0.002729076,0.272907558,NA,NA,NA,NA,NA,NA,KB2-2,KB,19,2x,Low,0.781535485,16,NA,NA,NA,,,2x,41.7,0.0375,0.0104,1.4,0.014,1.346153846,4.99,0.277333333,NA,0.0368,0.0112,1.37,0.0137,1.223214286,4.97,0.304347826,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,41.7,1.620136055,0.29084058,0.569601342,0.021639477,1.284684066,0.108796338,1,0,1,1,3,0.0473,0.068939477,0.0464,0.115339477,-0.938022022,NA,NA,NA,0.673054134,NA,NA,NA,0.0214,0.025,0,0.597709291,0.883740285,NA,NA,NA,0.402290709,0.687056042,NA,NA,NA,0.185539249,0.445315543,NA,NA,NA,0.21675146,0.484273751,NA,NA,NA,0.093636631
324,0.472,0.2086424,0.0269,26.9,0.007756223,0.775622305,NA,NA,NA,NA,NA,NA,Santa-3,Santa,12,2x,High,0.728307213,12,NA,0.032,1.077,Y,2X,2x,47.3,0.127,0.0378,4.97,0.0497,1.314814815,9.51,0.297637795,49,0.135,0.0402,5.21,0.0521,1.2960199,9.85,0.297777778,51.7,0.1184,0.037,4.64,0.0464,1.254054054,9.47,0.3125,0.038333333,49.33333333,1.693140461,0.302638524,0.582515014,0.008528237,1.288296256,0.110015745,0,1,0,0,1,0.7499,0.758428237,0.4166,1.175028237,0.070048303,NA,NA,NA,0.549293894,NA,NA,NA,0.1731,0.2435,0,0.645455329,0.932987426,NA,NA,NA,0.354544671,0.637808901,NA,NA,NA,0.147315609,0.393926527,NA,NA,NA,0.207229063,0.47262399,NA,NA,NA,0.032623329
449,NA,NA,NA,NA,NA,NA,0.026,0.0053046,0.0031,3.1,0.001711161,0.171116129,Santa15-2018,Santa,21,4x,Low,0.706153776,16,NA,NA,NA,,,2x-G,34.2,0.0216,0.0048,0.84,0.0084,1.75,3.85,0.222222222,38.4,0.0266,0.0068,1.06,0.0106,1.558823529,4.36,0.255639098,36.6,0.0192,0.0053,0.83,0.0083,1.566037736,3.8,0.276041667,0.005633333,36.4,1.561101384,0.251300996,0.525099738,0.004794576,1.624953755,0.210841006,1,1,0,1,3,0.0188,0.023594576,0.0159,0.039494576,-1.403462544,NA,NA,NA,0.673883693,NA,NA,NA,0.0075,0.0084,0,0.597413073,0.883438262,NA,NA,NA,0.402586927,0.687358065,NA,NA,NA,0.189899494,0.450898701,NA,NA,NA,0.212687433,0.479325145,NA,NA,NA,0.142635612
128,NA,NA,NA,NA,NA,NA,0.053,0.0181863,0.0075,7.5,0.00242484,0.242484,Santa11-2018,Santa,20,2x-G,Low,0.817616442,16,NA,NA,NA,,,2x-G,38.8,0.0346,0.013,1.46,0.0146,1.123076923,5.13,0.375722543,43.3,0.0376,0.0124,1.47,0.0147,1.185483871,4.91,0.329787234,NA,NA,NA,NA,NA,NA,NA,NA,0.0127,41.05,1.613313161,0.352754889,0.635937143,0.023357389,1.154280397,0.06231132,0,0,0,0,0,0.0615,0.084857389,0.048,0.132857389,-0.876614287,NA,NA,NA,0.565654925,NA,NA,NA,0.0238,0.0242,0,0.638710347,0.925952354,NA,NA,NA,0.361289653,0.644843973,NA,NA,NA,0.179139453,0.437028026,NA,NA,NA,0.1821502,0.440940926,NA,NA,NA,0.095591221
150,0.164,0.0633588,0.0178,17.8,0.003559483,0.355948315,0.092,0.0367932,0.0101,10.1,0.003642891,0.364289109,Blue16-2018,Blue,18,2x-G,Low,0.425302123,11,NA,NA,NA,,,2x-G,40.6,0.0189,0.0067,0.74,0.0074,1.104477612,3.8,0.354497354,43,0.0216,0.0075,0.86,0.0086,1.146666667,3.98,0.347222222,NA,NA,NA,NA,NA,NA,NA,NA,0.0071,41.8,1.621176282,0.350859788,0.633952884,0.024433477,1.12557214,0.051373335,0,1,0,0,1,0.0531,0.077533477,0.0538,0.131333477,-0.881624558,NA,NA,NA,0.693893813,NA,NA,NA,0.0312,0.0226,0,0.590355778,0.876253099,NA,NA,NA,0.409644222,0.694543228,NA,NA,NA,0.237563192,0.509114851,NA,NA,NA,0.17208103,0.427752121,NA,NA,NA,0.054060855
342,0.018,0.0376062,0.0219,21.9,0.001717178,0.171717808,0.134,0.0568314,0.0093,9.3,0.006110903,0.611090323,Blue11-2018,Blue,18,4x,Low,0.88145257,17,NA,NA,NA,,,2x-G,47.5,0.0371,0.0131,1.29,0.0129,0.984732824,4.73,0.35309973,37.9,0.0289,0.0107,1.09,0.0109,1.018691589,4.5,0.370242215,NA,NA,NA,NA,NA,NA,NA,NA,0.0119,42.7,1.630427875,0.361670973,0.645240826,0.023631823,1.001712207,0.000742966,0,0,0,0,0,0.0617,0.085331823,0.0385,0.123831823,-0.907167734,NA,NA,NA,0.451179861,NA,NA,NA,0.0172,0.0213,0,0.689094458,0.979317726,NA,NA,NA,0.310905542,0.591478601,NA,NA,NA,0.13889806,0.381906508,NA,NA,NA,0.172007481,0.427654684,NA,NA,NA,0.096098077
404,NA,NA,NA,NA,NA,NA,0.15,0.064465,0.0126,12.6,0.00511627,0.511626984,Cheney2-2018,Cheney,24,4x,Low,0.357037306,7,NA,NA,NA,,,2x-G,38.7,0.0276,0.0093,1.06,0.0106,1.139784946,4.39,0.336956522,38.9,0.0245,0.0069,0.94,0.0094,1.362318841,4.05,0.281632653,NA,NA,NA,NA,NA,NA,NA,NA,0.0081,38.8,1.588831726,0.309294588,0.589737157,0.037592461,1.251051894,0.097275325,1,0,0,0,1,0.0378,0.075392461,0.0551,0.130492461,-0.884414578,NA,NA,NA,0.730842305,NA,NA,NA,0.0272,0.0279,0,0.577753385,0.863468385,NA,NA,NA,0.422246615,0.707327942,NA,NA,NA,0.20844116,0.474117611,NA,NA,NA,0.213805455,0.480689918,NA,NA,NA,0.062072551
390,0.092,0.0446236,0.0172,17.2,0.002594395,0.259439535,0.17,0.074007,0.0129,12.9,0.005736977,0.573697674,Blue8-2018,Blue,18,4x,Low,0.170239404,5,NA,NA,NA,,,2x-G,40.9,0.0205,0.0059,0.82,0.0082,1.389830508,4,0.287804878,41.1,0.0222,0.0075,0.89,0.0089,1.186666667,4.18,0.337837838,NA,NA,NA,NA,NA,NA,NA,NA,0.0067,41,1.612783857,0.312821358,0.593546383,0.009472669,1.288248588,0.109999675,0,0,0,0,0,0.0435,0.052972669,0.0551,0.108072669,-0.966284123,NA,NA,NA,1.04015903,NA,NA,NA,0.0336,0.0215,0,0.490157868,0.775555396,NA,NA,NA,0.509842132,0.795240931,NA,NA,NA,0.310901917,0.591474685,NA,NA,NA,0.198940215,0.462321557,NA,NA,NA,0.061995323
754,0.149,0.1038791,0.0275,27.5,0.003777422,0.377742182,0.269,0.1212399,0.0142,14.2,0.008538021,0.853802113,Santa5-2018,Santa,31,4x,Control,NA,NA,NA,0.0137,1.08,Y,2x-G,2x-G,45.1,0.0757,0.0271,2.72,0.0272,1.003690037,6.98,0.357992074,50.1,0.0977,0.0324,3.53,0.0353,1.089506173,7.85,0.331627431,NA,NA,NA,NA,NA,NA,NA,NA,0.02975,47.6,1.677606953,0.344809753,0.627601529,NA,1.046598105,0.019779944,0,0,0,0,0,0.1429,0.1429,0.0694,0.2123,-0.673050006,NA,NA,NA,0.485654304,NA,NA,NA,0.0338,0.0356,0,0.673104098,0.962161323,NA,NA,NA,0.326895902,0.608635004,NA,NA,NA,0.159208667,0.410436494,NA,NA,NA,0.167687235,0.4219019,NA,NA,NA,0.140131889
744,0.055,0.0563245,0.0215,21.5,0.002619744,0.261974419,0.272,0.1226712,0.0149,14.9,0.008232966,0.823296644,Santa5-2018,Santa,31,4x,Control,NA,NA,NA,0.0155,1.072,Y,2x-G,2x-G,44.6,0.0533,0.0176,1.97,0.0197,1.119318182,5.91,0.330206379,NA,0.057,0.0196,2.13,0.0213,1.086734694,6.13,0.343859649,NA,NA,NA,NA,NA,NA,NA,NA,0.0186,44.6,1.649334859,0.337033014,0.619398423,NA,1.103026438,0.042585922,1,1,1,1,4,0.2002,0.2002,0.0624,0.2626,-0.580705278,NA,NA,NA,0.311688312,NA,NA,NA,0.0253,0.0371,0,0.762376238,1.061610319,NA,NA,NA,0.237623762,0.509186008,NA,NA,NA,0.09634425,0.315607162,NA,NA,NA,0.141279513,0.385337242,NA,NA,NA,0.07083016
427,NA,NA,NA,NA,NA,NA,0.276,0.1245796,0.0149,14.9,0.008361047,0.836104698,CheneyA-2018,Cheney,23,4x,Low,0.163730994,7,NA,NA,NA,,,2x-G,33.7,0.0468,0.0174,2.11,0.0211,1.212643678,6.16,0.371794872,35.3,0.0407,0.0161,1.85,0.0185,1.149068323,5.7,0.395577396,NA,NA,NA,NA,NA,NA,NA,NA,0.01675,34.5,1.537819095,0.383686134,0.668008829,NA,1.180856001,0.072196941,1,1,0,1,3,0.0443,0.0443,0.0485,0.0928,-1.032452024,NA,NA,NA,1.094808126,NA,NA,NA,0.02,0.0285,0,0.47737069,0.762761121,NA,NA,NA,0.52262931,0.808035206,NA,NA,NA,0.215517241,0.48277448,NA,NA,NA,0.307112069,0.587373847,NA,NA,NA,0.18049569
137,NA,NA,NA,NA,NA,NA,0.29,0.128277,0.0183,18.3,0.007009672,0.700967213,Cheney4-2018,Cheney,21,2x-G,Low,0.803773816,17,NA,NA,NA,,,2x-G,44.7,0.0342,0.0126,1.5,0.015,1.19047619,5.11,0.368421053,47.7,0.0352,0.0111,1.32,0.0132,1.189189189,4.78,0.315340909,47.5,0.038,0.0132,1.56,0.0156,1.181818182,5.24,0.347368421,0.0123,46.63333333,1.66869646,0.343710128,0.626444337,0.006470093,1.187161187,0.074509689,0,1,0,0,1,0.0419,0.048370093,0.0901,0.138470093,-0.858644016,NA,NA,NA,1.862721248,NA,NA,NA,0.0502,0.0399,0,0.349317979,0.632336723,NA,NA,NA,0.650682021,0.938459604,NA,NA,NA,0.362533157,0.646137799,NA,NA,NA,0.288148864,0.566633803,NA,NA,NA,0.088827845
386,0.155,0.0689025,0.0225,22.5,0.003062333,0.306233333,0.344,0.1531872,0.0176,17.6,0.008703818,0.870381818,Blue8-2018,Blue,2,4x,Control,0.409631195,10,0.440171538,0.0809,1.352,Y,2x-G,2x-G,48.1,0.0643,0.021,2.22,0.0222,1.057142857,6.54,0.32659409,47.1,0.0666,0.0228,2.26,0.0226,0.99122807,6.78,0.342342342,48.9,0.0707,0.0247,2.51,0.0251,1.016194332,7.32,0.349363508,0.022833333,48.03333333,1.681542726,0.339433313,0.62193516,0.030080969,1.021521753,0.009247619,0,1,1,0,2,0.1325,0.162580969,0.1651,0.327680969,-0.484548781,NA,NA,NA,1.015494009,NA,NA,NA,0.0893,0.0758,0,0.496156275,0.781554401,NA,NA,NA,0.503843725,0.789241926,NA,NA,NA,0.272521167,0.549235826,NA,NA,NA,0.231322558,0.501749389,NA,NA,NA,0.069681596
448,0.174,0.0680758,0.0211,21.1,0.003226341,0.322634123,0.349,0.1636917,0.0199,19.9,0.008225714,0.822571357,Santa15-2018,Santa,8,4x,Control,0.529233307,13,NA,0.021,1.059,Y,2x-G,2x-G,41.3,0.0648,0.0222,2.64,0.0264,1.189189189,6.75,0.342592593,45.8,0.0845,0.0274,3.2,0.032,1.167883212,7.55,0.324260355,NA,NA,NA,NA,NA,NA,NA,NA,0.0248,43.55,1.638988159,0.333426474,0.615578496,NA,1.178536201,0.071342927,0,0,0,0,0,0.2378,0.2378,0.138,0.3758,-0.425043224,NA,NA,NA,0.580319596,NA,NA,NA,0.086,0.052,0,0.632783395,0.919794051,NA,NA,NA,0.367216605,0.651002276,NA,NA,NA,0.22884513,0.498806271,NA,NA,NA,0.138371474,0.381144587,NA,NA,NA,0.065992549
182,0.145,0.1018555,0.0313,31.3,0.003254169,0.325416933,0.394,0.1718498,0.0185,18.5,0.009289178,0.928917838,Blue19-2018,Blue,6,2x-G,Control,0.20757412,7,NA,0.0075,1.072,Y,2x-G,2x-G,49.4,0.0794,0.0309,3.03,0.0303,0.980582524,7.58,0.389168766,49.8,0.0783,0.0299,2.87,0.0287,0.959866221,7.2,0.381864623,NA,NA,NA,NA,NA,NA,NA,NA,0.0304,49.6,1.695481676,0.385516695,0.669890184,NA,0.970224373,-0.01312782,0,0,0,0,0,0.3031,0.3031,0.138,0.4411,-0.355462942,NA,NA,NA,0.455295282,NA,NA,NA,0.0893,0.0487,0,0.687145772,0.977214497,NA,NA,NA,0.312854228,0.59358183,NA,NA,NA,0.202448424,0.466701165,NA,NA,NA,0.110405804,0.338713209,NA,NA,NA,0.068918613
