Plant_ID,above_A630,above_mg.L,above_ashed_weight_g,above_ashed_weight_mg,above_decimal_percent_phosphorus,above_percent_phorphorus,below_A630,below_mg.L,below_ashed_weight_g,below_ashed_weight_mg,below_decimal_percent_phosphorus,below_percent_phorphorus,Accession,Population,Tray,Ploidy,Treatment,rand_placement_within_tray,Placement,randomized_tray_layout,flow_fresh_tissue_weight,DNA_content,FLOW,flow_ploidy,finalized_ploidy,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,log_avg_chlorophyll,avg_DMC,arcsine_avg_DMC,est_flo_dry_leaf_weight,avg_SLA,log_avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,log_Total_biomass_g,total_biomass_avg_ploidy,total_biomass_SD_ploidy,total_biomass_N_ploidy,root_to_shoot_raio,rootshoot_avg_ploidy,rootshoot_SD_ploidy,rootshoot_N_ploidy,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,arcsine_normalized_aboveground_mass,normal_above_mass_avg_ploidy,normal_above_mass_SD_ploidy,normal_above_mass_N_ploidy,normalized_belowground_mass,arcsine_normal_beloground_mass,normal_below_mass_avg_ploidy,normal_below_mass_SD_ploidy,normal_below_mass_N_ploidy,normalized_rhizome_mass,arcsine_normal_rhizome_mass,normal_rhizome_mass_avg_ploidy,normal_rhizome_mass_SD_ploidy,normal_rhizome_mass_N_ploidy,normalized_fine_roots_mass,arcsine_normal_fine_root_mass,normal_fineroot_mass_avg_ploidy,normal_fineroot_mass_SD_ploidy,normal_fineroot_mass_N_ploidy,normalized_avg_leaf_dry_mass
96,0.327,0.1939293,0.0268,26.8,0.007236168,0.723616791,0.403,0.1760951,0.0136,13.6,0.012948169,1.294816912,Santa17-2018,Santa,16,2x-G,High,0.898711464,19,NA,0.1032,1.15,Y,2x-G,2x-G,48.3,0.1227,0.0334,4.23,0.0423,1.266467066,8.57,0.272208639,47.7,0.1265,0.0345,4.58,0.0458,1.327536232,8.86,0.272727273,46.4,0.1097,0.0277,4.47,0.0447,1.613718412,8.53,0.252506837,0.031866667,47.46666667,1.676388735,0.26581425,0.541674811,0.012163201,1.402573903,0.146925754,1,1,0,1,3,0.9969,1.009063201,0.4791,1.488163201,0.172650561,NA,NA,NA,0.474796821,NA,NA,NA,0.0957,0.3834,0,0.678059503,0.967453818,NA,NA,NA,0.321940497,0.603342509,NA,NA,NA,0.064307463,0.25638891,NA,NA,NA,0.257633034,0.53236869,NA,NA,NA,0.021413422
375,NA,NA,NA,NA,NA,NA,0.444,0.206322,0.02,20,0.0103161,1.03161,Blue5-2018,Blue,7,4x,Control,0.964518447,20,NA,0.0682,1.349,Y,2x-G,2x-G,48.8,0.0988,0.031,3.27,0.0327,1.05483871,8,0.313765182,47.7,0.0895,0.0255,2.92,0.0292,1.145098039,7.51,0.284916201,46.9,0.0855,0.026,2.89,0.0289,1.111538462,7.66,0.304093567,0.0275,47.8,1.679427897,0.300924983,0.580648536,0.015088175,1.10382507,0.042900254,0,1,0,0,1,0.126,0.141088175,0.1816,0.322688175,-0.491216949,NA,NA,NA,1.287138345,NA,NA,NA,0.079,0.1026,0,0.437227596,0.722459681,NA,NA,NA,0.562772404,0.848336646,NA,NA,NA,0.244818392,0.517594613,NA,NA,NA,0.317954012,0.599069325,NA,NA,NA,0.085221592
85,0.174,0.077937,0.0261,26.1,0.002986092,0.298609195,0.45,0.202085,0.0204,20.4,0.009906127,0.990612745,Santa17-2018,Santa,5,2x-G,Control,0.810875377,18,NA,0.0887,0.928,Y,2x-G,2x-G,38.1,0.0957,0.0329,3.13,0.0313,0.951367781,7.32,0.343782654,44.6,0.1017,0.0381,3.23,0.0323,0.847769029,7.74,0.374631268,41.8,0.0883,0.0264,3.15,0.0315,1.193181818,7.54,0.298980747,0.032466667,41.5,1.618048097,0.339131556,0.621616492,0.0413369,0.997439543,-0.001113418,0,1,0,0,1,0.1266,0.1679369,0.1141,0.2820369,-0.549694068,NA,NA,NA,0.679421854,NA,NA,NA,0.0556,0.0585,0,0.595443008,0.881430504,NA,NA,NA,0.404556992,0.689365823,NA,NA,NA,0.197137325,0.460059579,NA,NA,NA,0.207419667,0.472859077,NA,NA,NA,0.115114962
385,0.141,0.0622455,0.022,22,0.002829341,0.282934091,0.47,0.219751,0.0237,23.7,0.009272194,0.927219409,Blue8-2018,Blue,1,4x,Control,0.493500013,10,0.608131832,0.0685,NA,,,2x-G,47.7,0.0575,0.0169,2.32,0.0232,1.372781065,6.75,0.293913043,47.3,0.0481,0.0132,1.93,0.0193,1.462121212,5.94,0.274428274,NA,NA,NA,NA,NA,NA,NA,NA,0.01505,47.5,1.67669361,0.284170659,0.56223277,0.010549586,1.417451139,0.151508097,0,0,1,0,1,0.0616,0.072149586,0.0565,0.128649586,-0.890591607,0.340768889,0.090072328,89,0.783095277,0.755396387,0.226118442,89,0.0301,0.0264,0,0.560822528,0.846371703,0.579056251,0.074823618,89,0.439177472,0.724424624,0.420943749,0.074823618,89,0.233968884,0.504881012,0.223965736,0.054425797,89,0.205208589,0.47012704,0.196978013,0.044975674,89,0.116984442
374,0.276,0.1161892,0.0249,24.9,0.004666233,0.466623293,0.501,0.2319271,0.0236,23.6,0.009827419,0.982741949,Blue5-2018,Blue,6,4x,Control,0.950075793,20,NA,0.0043,1.061,Y,2x-G,2x-G,55.3,0.0867,0.0319,3,0.03,0.940438871,7.87,0.367935409,50.9,0.0621,0.024,2.38,0.0238,0.991666667,7.13,0.38647343,NA,NA,NA,NA,NA,NA,NA,NA,0.02795,53.1,1.725094521,0.37720442,0.661333422,NA,0.966052769,-0.01499915,0,0,0,0,0,0.1865,0.1865,0.1837,0.3702,-0.431563586,NA,NA,NA,0.984986595,NA,NA,NA,0.0876,0.0961,0,0.50378174,0.789179939,NA,NA,NA,0.49621826,0.781616387,NA,NA,NA,0.236628849,0.508016403,NA,NA,NA,0.259589411,0.534602656,NA,NA,NA,0.07549973
399,0.103,0.0806077,0.0236,23.6,0.003415581,0.341558051,0.596,0.2694348,0.0289,28.9,0.009323003,0.932300346,Cheney2-2018,Cheney,7,4x,Control,0.137941909,5,NA,0.1132,0.798,Y,2x-G,2x-G,45.5,0.0945,0.0328,3.22,0.0322,0.981707317,7.9,0.347089947,48.4,0.0934,0.0336,3.03,0.0303,0.901785714,7.6,0.359743041,49.3,0.0938,0.0324,3.16,0.0316,0.975308642,7.81,0.345415778,0.032933333,47.73333333,1.678821763,0.350749589,0.633837425,0.020525548,0.952933891,-0.020937227,0,0,0,0,0,0.1704,0.190925548,0.1612,0.352125548,-0.453302464,NA,NA,NA,0.84430817,NA,NA,NA,0.0717,0.0895,0,0.542208735,0.827657192,NA,NA,NA,0.457791265,0.743139135,NA,NA,NA,0.203620556,0.468158107,NA,NA,NA,0.254170708,0.528401451,NA,NA,NA,0.093527247
63,0.253,0.1192149,0.0234,23.4,0.005094654,0.509465385,0.626,0.2832738,0.0229,22.9,0.012370035,1.237003493,Santa9-2018,Santa,7,2x-G,Control,0.20199412,6,NA,0.1058,0.964,Y,2x-G,2x-G,44.6,0.081,0.0249,2.95,0.0295,1.184738956,7.13,0.307407407,48,0.1037,0.0336,3.56,0.0356,1.05952381,7.91,0.324011572,46.6,0.0872,0.0284,3.2,0.032,1.126760563,7.7,0.325688073,0.028966667,46.4,1.666517981,0.319035684,0.600230186,0.008085053,1.123674443,0.050640503,0,0,0,0,0,0.1775,0.185585053,0.1194,0.304985053,-0.515721444,NA,NA,NA,0.643370778,NA,NA,NA,0.0634,0.056,0,0.608505404,0.894773792,NA,NA,NA,0.391494596,0.676022535,NA,NA,NA,0.20787904,0.473425332,NA,NA,NA,0.183615556,0.442836258,NA,NA,NA,0.094977333
469,0.212,0.0922956,0.0261,26.1,0.00353623,0.353622989,0.628,0.2841964,0.0298,29.8,0.009536792,0.953679195,Santa8-2018,Santa,5,4x,Control,0.401221756,10,NA,0.1001,1.031,Y,2x-G,2x-G,41.5,0.0689,0.0211,2.62,0.0262,1.241706161,6.84,0.306240929,42.9,0.086,0.0247,3.17,0.0317,1.28340081,7.49,0.287209302,45.6,0.0781,0.0225,2.95,0.0295,1.311111111,7.38,0.28809219,0.022766667,43.33333333,1.636822098,0.293847474,0.572906796,0.002619419,1.278739361,0.106782033,0,0,1,1,2,0.179,0.181619419,0.1466,0.328219419,-0.483835728,NA,NA,NA,0.807182408,NA,NA,NA,0.0629,0.0837,0,0.553347573,0.838847475,NA,NA,NA,0.446652427,0.731948852,NA,NA,NA,0.191640093,0.453113727,NA,NA,NA,0.255012334,0.529367436,NA,NA,NA,0.069364168
447,0.136,0.0501512,0.0138,13.8,0.003634145,0.363414493,0.644,0.301422,0.0225,22.5,0.013396533,1.339653333,Santa15-2018,Santa,7,4x,Control,0.114960935,2,NA,0.0616,1.042,Y,2x-G,2x-G,39.9,0.063,0.0196,2.61,0.0261,1.331632653,6.93,0.311111111,41.7,0.0573,0.0176,2.35,0.0235,1.335227273,6.75,0.307155323,45.5,0.0601,0.0175,2.45,0.0245,1.4,6.7,0.291181364,0.018233333,42.36666667,1.627024296,0.303149266,0.583070761,0.025652372,1.355619975,0.13213796,0,1,1,0,2,0.1642,0.189852372,0.0877,0.277552372,-0.556655057,NA,NA,NA,0.461937868,NA,NA,NA,0.0399,0.0478,0,0.684023598,0.973852124,NA,NA,NA,0.315976402,0.596944203,NA,NA,NA,0.143756653,0.388880289,NA,NA,NA,0.17221975,0.427935851,NA,NA,NA,0.065693306
422,0.256,0.1206048,0.0251,25.1,0.004804972,0.480497211,0.661,0.3095055,0.0286,28.6,0.010821871,1.082187063,CheneyA-2018,Cheney,6,4x,Control,0.71183287,15,NA,0.0212,1.116,Y,2x-G,2x-G,47.4,0.0765,0.0293,3.24,0.0324,1.105802048,7.63,0.383006536,52.9,0.0878,0.0323,3.35,0.0335,1.037151703,7.63,0.367881549,NA,NA,NA,NA,NA,NA,NA,NA,0.0308,50.15,1.700270937,0.375444043,0.659516587,NA,1.071476876,0.029982803,0,1,0,0,1,0.2188,0.2188,0.1739,0.3927,-0.405939099,NA,NA,NA,0.794789762,NA,NA,NA,0.0825,0.0914,0,0.557168322,0.842691783,NA,NA,NA,0.442831678,0.728104544,NA,NA,NA,0.210084034,0.476136968,NA,NA,NA,0.232747645,0.503437358,NA,NA,NA,0.078431373
61,0.048,0.0527832,0.0203,20.3,0.002600158,0.260015764,0.688,0.3105296,0.0371,37.1,0.00837007,0.837007008,Santa9-2018,Santa,5,2x-G,Control,0.235644127,5,NA,0.056,1.133,Y,2x-G,2x-G,40.8,0.082,0.0253,3.01,0.0301,1.18972332,7.09,0.308536585,48.4,0.0973,0.0351,3.55,0.0355,1.011396011,7.94,0.360739979,46.1,0.0967,0.0322,3.47,0.0347,1.077639752,7.77,0.332988625,0.030866667,45.1,1.654176542,0.334088396,0.616280347,0.00454294,1.092919694,0.038588252,0,0,1,1,2,0.1955,0.20004294,0.2332,0.43324294,-0.363268506,NA,NA,NA,1.165749714,NA,NA,NA,0.1095,0.1237,0,0.461733872,0.747094581,NA,NA,NA,0.538266128,0.823701746,NA,NA,NA,0.25274503,0.526762705,NA,NA,NA,0.285521098,0.5637288,NA,NA,NA,0.071245632
144,0.522,0.243411,0.0243,24.3,0.010016914,1.001691358,0.784,0.367992,0.0215,21.5,0.017115907,1.711590698,Cheney4-2018,Cheney,16,2x-G,High,0.862839578,18,NA,0.1077,1.19,Y,2x-G,2x-G,47.7,0.2013,0.0499,6.32,0.0632,1.266533066,11.03,0.247888723,40.6,0.1795,0.0416,6.32,0.0632,1.519230769,10.66,0.231754875,46.5,0.1944,0.0461,6,0.06,1.301518438,11,0.237139918,0.045866667,44.93333333,1.652568637,0.238927839,0.510716513,0.005668112,1.362427424,0.134313377,0,1,0,0,1,0.8136,0.819268112,0.3632,1.182468112,0.072789438,NA,NA,NA,0.443322515,NA,NA,NA,0.1267,0.2365,0,0.69284584,0.983376858,NA,NA,NA,0.30715416,0.587419468,NA,NA,NA,0.107148767,0.333482726,NA,NA,NA,0.200005393,0.46365435,NA,NA,NA,0.038788925
58,0.185,0.0732645,0.0134,13.4,0.0054675,0.54675,0.832,0.3874656,0.0237,23.7,0.016348759,1.634875949,Santa14-2018,Santa,10,2x-G,High,0.560117171,11,NA,0.069,1.114,Y,2x-G,2x-G,44.3,0.1328,0.0359,4.76,0.0476,1.325905292,9.37,0.270331325,51.2,0.1312,0.0372,4.92,0.0492,1.322580645,9.91,0.283536585,47.9,0.135,0.0342,4.83,0.0483,1.412280702,9.43,0.253333333,0.035766667,47.8,1.679427897,0.269067081,0.54534931,0.042564354,1.35358888,0.131486778,0,0,1,0,1,0.6278,0.670364354,0.2053,0.875664354,-0.057662329,NA,NA,NA,0.306251367,NA,NA,NA,0.0638,0.1415,0,0.765549438,1.065346633,NA,NA,NA,0.234450562,0.505449694,NA,NA,NA,0.072858967,0.273314103,NA,NA,NA,0.161591595,0.413683216,NA,NA,NA,0.040845179
83,0.412,0.1845556,0.0205,20.5,0.009002712,0.90027122,0.897,0.4082861,0.026,26,0.015703312,1.570331154,KB2-8,KB,11,2x-G,High,0.947904401,18,NA,0.1054,1.055,Y,2x-G,2x-G,51.2,0.1992,0.0572,5.94,0.0594,1.038461538,10.78,0.287148594,55.7,0.1843,0.0533,5.19,0.0519,0.973733583,9.57,0.289202387,47.4,0.1645,0.0459,5.39,0.0539,1.174291939,9.87,0.279027356,0.052133333,51.43333333,1.711244671,0.285126112,0.563291451,0.006410091,1.062162353,0.026190904,0,0,0,0,0,0.7409,0.747310091,0.4045,1.151810091,0.061380879,NA,NA,NA,0.541274639,NA,NA,NA,0.1322,0.2723,0,0.648813634,0.936501326,NA,NA,NA,0.351186366,0.634295001,NA,NA,NA,0.114775865,0.345626154,NA,NA,NA,0.2364105,0.507759488,NA,NA,NA,0.045262091
135,0.367,0.1697085,0.0229,22.9,0.007410852,0.741085153,0.983,0.4626165,0.0314,31.4,0.01473301,1.473300955,Cheney4-2018,Cheney,7,2x-G,Control,0.471325881,12,NA,0.0959,1.215,Y,2x-G,2x-G,44.1,0.1216,0.0463,4.46,0.0446,0.963282937,9.1,0.380756579,41.8,0.1146,0.0415,3.16,0.0316,0.761445783,7.62,0.362129145,38.8,0.0847,0.0329,3.19,0.0319,0.969604863,7.4,0.388429752,0.040233333,41.56666667,1.618745199,0.377105159,0.661231022,0.036983354,0.898111194,-0.046669891,0,0,0,0,0,0.1325,0.169483354,0.1726,0.342083354,-0.465868058,NA,NA,NA,1.018389098,NA,NA,NA,0.0596,0.113,0,0.49544461,0.78084271,NA,NA,NA,0.50455539,0.789953616,NA,NA,NA,0.174226542,0.430587261,NA,NA,NA,0.330328847,0.612289349,NA,NA,NA,0.117612659
360,0.223,0.1413157,0.0238,23.8,0.005937634,0.593763445,1.138,0.536319,0.0273,27.3,0.019645385,1.964538462,Blue14-2018,Blue,16,4x,High,0.593733897,9,NA,0.0898,1.164,Y,2x-G,2x-G,50.5,0.251,0.0589,7.47,0.0747,1.268251273,12.16,0.234661355,52.8,0.2643,0.0628,7.9,0.079,1.257961783,12.55,0.237608778,50.9,0.265,0.0615,7.71,0.0771,1.253658537,12.62,0.232075472,0.061066667,51.4,1.710963119,0.234781868,0.505840607,0.02461546,1.259957198,0.100355792,1,1,1,1,4,0.8517,0.87631546,0.4928,1.36911546,0.136440075,NA,NA,NA,0.562354566,NA,NA,NA,0.2078,0.285,0,0.640059575,0.927357276,NA,NA,NA,0.359940425,0.64343905,NA,NA,NA,0.151776827,0.400181442,NA,NA,NA,0.208163598,0.473775866,NA,NA,NA,0.044603007
71,0.248,0.1029816,0.0134,13.4,0.007685194,0.768519403,NA,NA,NA,NA,NA,NA,Santa9-2018,Santa,15,2x-G,High,0.673254161,14,NA,0.1041,1.234,Y,2x-G,2x-G,33.2,0.1016,0.0285,4.15,0.0415,1.456140351,9.55,0.280511811,35.8,0.1156,0.031,3.9,0.039,1.258064516,8.63,0.26816609,NA,NA,0.0318,4.58,0.0458,1.440251572,9.47,NA,0.030433333,34.5,1.537819095,0.274338951,0.551274985,0.010436448,1.384818813,0.141392955,0,1,0,0,1,0.6403,0.650736448,0.285,0.935736448,-0.028846454,NA,NA,NA,0.437965325,NA,NA,NA,0.1416,0.1434,0,0.695427061,0.986177837,NA,NA,NA,0.304572939,0.58461849,NA,NA,NA,0.15132466,0.399550954,NA,NA,NA,0.153248279,0.402227877,NA,NA,NA,0.032523402
109,0.036,0.0467124,0.024,24,0.00194635,0.194635,NA,NA,NA,NA,NA,NA,Santa16-2018,Santa,5,2x-G,Control,0.991862775,20,NA,0.0816,0.915,Y,2x-G,2x-G,45.3,0.1072,0.0346,3.66,0.0366,1.057803468,7.64,0.322761194,44.7,0.109,0.0361,3.59,0.0359,0.994459834,7.53,0.331192661,43.4,0.1079,0.0354,3.83,0.0383,1.081920904,8.04,0.328081557,0.035366667,44.46666667,1.648034575,0.327345137,0.609113768,0.033753975,1.044728069,0.019003263,0,0,0,0,0,0.1563,0.190053975,0.1733,0.363353975,-0.439670084,NA,NA,NA,0.911846227,NA,NA,NA,0.0809,0.0924,0,0.523054619,0.808460959,NA,NA,NA,0.476945381,0.762335367,NA,NA,NA,0.222647901,0.491394457,NA,NA,NA,0.254297479,0.528547021,NA,NA,NA,0.097333921
119,0.597,0.2785901,0.0233,23.3,0.011956657,1.195665665,NA,NA,NA,NA,NA,NA,Santa16-2018,Santa,15,2x-G,High,0.031761179,1,NA,0.0571,1.088,Y,2x-G,2x-G,51.8,0.1653,0.0382,5.28,0.0528,1.382198953,10.08,0.231094979,52.7,0.1384,0.0347,4.89,0.0489,1.409221902,9.49,0.250722543,NA,NA,0.0285,4.27,0.0427,1.498245614,9.37,NA,0.0338,52.25,1.718086295,0.240908761,0.513035916,0.031375455,1.429888823,0.155302271,0,0,0,0,0,0.6851,0.716475455,0.1778,0.894275455,-0.048528689,NA,NA,NA,0.248159234,NA,NA,NA,0.0626,0.1152,0,0.801179828,1.10862514,NA,NA,NA,0.198820172,0.462171187,NA,NA,NA,0.070000803,0.267764901,NA,NA,NA,0.128819369,0.367104271,NA,NA,NA,0.037795961
179,0.566,0.264333,0.0356,35.6,0.007425084,0.742508427,NA,NA,NA,NA,NA,NA,Blue2-2018,Blue,11,2x-G,High,0.936158591,17,NA,0.0709,1.142,Y,2x-G,2x-G,64.8,0.2169,0.0632,6.85,0.0685,1.083860759,11.41,0.291378515,58.7,0.2119,0.0627,6.86,0.0686,1.094098884,11.37,0.29589429,57.8,0.2299,0.0689,7.07,0.0707,1.026124819,11.94,0.29969552,0.064933333,60.43333333,1.781276549,0.295656108,0.574890249,0.019261564,1.068028154,0.028582701,0,0,0,0,0,0.9668,0.986061564,0.5036,1.489661564,0.173087612,NA,NA,NA,0.510718619,NA,NA,NA,0.1688,0.3348,0,0.661936636,0.950308447,NA,NA,NA,0.338063364,0.62048788,NA,NA,NA,0.113314329,0.343327162,NA,NA,NA,0.224749036,0.493915489,NA,NA,NA,0.043589319
192,0.251,0.1043967,0.0163,16.3,0.006404706,0.640470552,NA,NA,NA,NA,NA,NA,Blue19-2018,Blue,16,2x-G,High,0.161535103,5,NA,0.0912,1.004,Y,2x-G,2x-G,44.9,0.2248,0.0545,7.76,0.0776,1.423853211,12.15,0.242437722,44.6,0.2131,0.0524,7.1,0.071,1.354961832,11.5,0.245893947,44,0.2212,0.0539,7.28,0.0728,1.350649351,12.06,0.243670886,0.0536,44.5,1.648360011,0.244000852,0.516643402,0.041938202,1.376488131,0.138772471,0,1,0,0,1,0.9817,1.023638202,0.4629,1.486538202,0.172176074,NA,NA,NA,0.452210556,NA,NA,NA,0.1974,0.2655,0,0.688605379,0.978789522,NA,NA,NA,0.311394621,0.592006805,NA,NA,NA,0.132791744,0.372994881,NA,NA,NA,0.178602877,0.436327981,NA,NA,NA,0.036056927
348,0.424,0.1900912,0.0289,28.9,0.00657755,0.657755017,NA,NA,NA,NA,NA,NA,Blue11-2018,Blue,12,4x,High,0.256859485,5,NA,0.0456,1.132,Y,2x-G,2x-G,46.7,0.1897,0.0486,7.11,0.0711,1.462962963,11.54,0.256193991,48,0.2248,0.0595,8.05,0.0805,1.352941176,12.57,0.264679715,48.5,0.2207,0.0596,7.5,0.075,1.258389262,12.41,0.270049841,0.0559,47.73333333,1.678821763,0.263641182,0.539212061,0.009698052,1.3580978,0.132931046,1,1,1,1,4,1.0699,1.079598052,0.4779,1.557498052,0.192427512,NA,NA,NA,0.442664748,NA,NA,NA,0.2271,0.2508,0,0.693161735,0.983719294,NA,NA,NA,0.306838265,0.587077033,NA,NA,NA,0.145810776,0.391799067,NA,NA,NA,0.161027489,0.412916384,NA,NA,NA,0.035890896
377,0.025,0.0048275,0.0084,8.4,0.000574702,0.057470238,NA,NA,NA,NA,NA,NA,Blue5-2018,Blue,21,4x,Low,0.912950104,18,NA,NA,NA,,,2x-G,NA,NA,NA,0.48,0.0048,NA,2.89,NA,37.2,0.0165,0.0032,0.61,0.0061,NA,3.15,0.193939394,38.6,0.0173,0.0056,NA,NA,NA,NA,0.323699422,0.0044,37.9,1.57863921,0.258819408,0.533724054,0.020381944,NA,NA,1,1,1,1,4,0.0084,0.028781944,0.0055,0.034281944,-1.464934559,NA,NA,NA,0.191092026,NA,NA,NA,6.00E-04,0.0049,0,0.839565691,1.158687468,NA,NA,NA,0.160434309,0.412108859,NA,NA,NA,0.017501925,0.132683815,NA,NA,NA,0.142932384,0.387704185,NA,NA,NA,0.128347447
396,0.198,0.1286682,0.0221,22.1,0.00582209,0.58220905,NA,NA,NA,NA,NA,NA,Blue8-2018,Blue,12,4x,High,0.900074974,19,NA,0.04,1.028,Y,2x-G,2x-G,50.4,0.2393,0.0596,7.92,0.0792,1.32885906,12.96,0.249059758,55.2,0.2477,0.0649,7.98,0.0798,1.229583975,13.38,0.262010497,53.3,0.2039,0.0595,7.14,0.0714,1.2,13.22,0.291809711,0.061333333,52.96666667,1.724002643,0.267626655,0.54372391,0.021630677,1.252814345,0.097886718,1,1,1,1,4,1.0223,1.043930677,0.6035,1.647430677,0.216807149,NA,NA,NA,0.578103521,NA,NA,NA,0.1826,0.4209,0,0.633671991,0.920715977,NA,NA,NA,0.366328009,0.65008035,NA,NA,NA,0.110839262,0.339404168,NA,NA,NA,0.255488747,0.529913779,NA,NA,NA,0.03722969