Accession,Population,Tray,Ploidy,Plant_ID,Treatment,Cytotype,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_area_cm,avg_leaf_dry_mass,avg_chlorophyll,log_avg_chlorophyll,avg_DMC,est_flo_dry_leaf_weight,avg_SLA,log_avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,log_Total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_belowground_mass,normalized_rhizome_mass,normalized_fine_roots_mass,normalized_avg_leaf_dry_mass
CheneyA-2018,Cheney,31,4x,750,C,Neotetraploid,53.3,0.1481,0.0615,4.67,0.0467,0.759349593,8.98,0.415259959,48.2,0.1698,0.0636,5.18,0.0518,0.814465409,9.34,0.374558304,NA,NA,NA,NA,NA,NA,NA,NA,0.04925,0.06255,50.75,1.705436047,0.394909132,NA,0.786907501,-0.104076315,0,1,0,0,1,0.1575,0.1575,0.0818,0.2393,-0.621057301,0.519365079,0.0223,0.0595,0,0.658169662,0.341830338,0.093188466,0.248641872,0.26138738
Cheney3-2018,Cheney,11,4x,419,H,Neotetraploid,36.7,0.2266,0.0515,6.45,0.0645,1.252427184,10.17,0.227272727,36.2,0.2249,0.0538,6.71,0.0671,1.247211896,10.45,0.23921743,34.5,0.2267,0.0526,7.02,0.0702,1.33460076,10.92,0.232024702,0.067266667,0.052633333,35.8,1.553883027,0.232838286,0.023395943,1.278079947,0.106558021,0,0,0,0,0,0.2719,0.295295943,0.1236,0.418895943,-0.377893846,0.41856315,0.0311,0.0925,0,0.704938656,0.295061344,0.074242782,0.220818563,0.125647751
Cheney3-2018,Cheney,12,4x,420,H,Neotetraploid,49.6,0.166,0.0446,5.17,0.0517,1.159192825,9.32,0.268674699,48.7,0.1867,0.0478,6.1,0.061,1.276150628,10.21,0.25602571,48.8,0.1671,0.044,5.76,0.0576,1.309090909,9.95,0.26331538,0.056766667,0.045466667,49.03333333,1.690491418,0.26267193,0.007289449,1.248144787,0.096264967,0,0,0,1,1,0.7297,0.736989449,0.2563,0.993289449,-0.002924178,0.347766173,0.0925,0.1638,0,0.741968466,0.258031534,0.09312492,0.164906614,0.045773835
CheneyA-2018,Cheney,14,4x,430,H,Neotetraploid,52.7,0.2335,0.0634,7.18,0.0718,1.132492114,10.94,0.271520343,45.2,0.206,0.0503,6.03,0.0603,1.198807157,9.98,0.244174757,NA,NA,0.0632,7.74,0.0774,1.224683544,11.23,NA,0.069833333,0.058966667,48.95,1.689752696,0.25784755,0.025290031,1.185327605,0.073838399,1,1,1,1,4,0.2187,0.243990031,0.1021,0.346090031,-0.46081091,0.41845972,0.0243,0.0778,0,0.704990058,0.295009942,0.070212944,0.224796998,0.170379559
Cheney4-2018,Cheney,15,2x-G,143,H,Neotetraploid,39.4,0.0897,0.029,3.22,0.0322,1.110344828,7.51,NA,35.7,0.1274,0.0422,4.79,0.0479,1.13507109,9.23,NA,NA,NA,0.0348,3.9,0.039,1.120689655,8,NA,0.0397,0.035333333,37.55,1.574609941,NA,0.028407067,1.122035191,0.050006478,0,1,0,0,1,0.4215,0.449907067,0.0735,0.523407067,-0.281160418,0.163367072,0.0207,0.0528,0,0.859573925,0.140426075,0.039548568,0.100877507,0.067506412
Cheney3-2018,Cheney,9,4x,417,H,Neotetraploid,42.6,0.2047,0.0513,5.78,0.0578,1.126705653,9.97,0.25061065,40.7,0.2619,0.0712,7.76,0.0776,1.08988764,11.33,0.271859488,38.6,0.2669,0.0723,7.61,0.0761,1.052558783,11.59,0.270887973,0.0705,0.064933333,40.63333333,1.608882451,0.264452704,0.017046115,1.089717359,0.037313869,0,0,0,0,0,0.4757,0.492746115,0.1598,0.652546115,-0.185388792,0.324304942,0.0441,0.1157,0,0.755113093,0.244886907,0.067581431,0.177305477,0.099507654
Cheney3-2018,Cheney,32,4x,773,H,Neotetraploid,42.2,0.1931,0.0523,5.39,0.0539,1.030592734,9.77,0.270844122,47.7,0.2775,0.0749,7.39,0.0739,0.986648865,11.35,0.26990991,NA,NA,NA,9.12,0.0912,NA,12.63,NA,0.073,0.0636,44.95,1.652729696,0.270377016,NA,1.0086208,0.00372792,0,1,0,0,1,0.5897,0.5897,0.1644,0.7541,-0.122571059,0.278785823,0.0416,0.1228,0,0.781991778,0.218008222,0.055165097,0.162843124,0.084338947
CheneyA-2018,Cheney,21,4x,425,L,Neotetraploid,27.1,0.0144,0.0035,0.63,0.0063,1.8,3.11,0.243055556,33.6,0.0185,0.0055,0.83,0.0083,1.509090909,3.56,0.297297297,30.7,0.0184,0.0049,0.78,0.0078,1.591836735,3.44,0.266304348,0.007466667,0.004633333,30.46666667,1.483824941,0.268885734,0.007033473,1.633642548,0.213157036,1,1,0,1,3,0.0183,0.025333473,0.0164,0.041733473,-1.379515472,0.647364852,0.0059,0.0105,0,0.607030069,0.392969931,0.141373329,0.251596602,0.111021985
Cheney2-2018,Cheney,22,4x,402,L,Neotetraploid,25.3,0.0098,0.0022,0.35,0.0035,1.590909091,2.3,0.224489796,25,0.0102,0.0026,0.39,0.0039,1.5,2.54,0.254901961,NA,NA,NA,NA,NA,NA,NA,NA,0.0037,0.0024,NA,NA,0.239695879,0.010950312,1.545454546,0.189056236,0,1,0,0,1,0.0084,0.019350312,0.0082,0.027550312,-1.559873479,0.423765777,6.00E-04,0.0076,0,0.702362717,0.297637283,0.021778338,0.275858945,0.087113351
Cheney2-2018,Cheney,21,4x,401,L,Neotetraploid,43.1,0.0211,0.0077,0.9,0.009,1.168831169,3.8,0.36492891,41.4,0.027,0.0078,1.03,0.0103,1.320512821,4.18,0.288888889,41.9,0.0204,0.0064,0.82,0.0082,1.28125,3.76,0.31372549,0.009166667,0.0073,42.13333333,1.624625819,0.32251443,0.023545542,1.256864663,0.099288516,1,1,1,1,4,0.0192,0.042745542,0.0448,0.087545542,-1.057765964,1.048062509,0.0219,0.0229,0,0.488266347,0.511733653,0.250155513,0.26157814,0.083385171
Cheney3-2018,Cheney,19,4x,415,L,Neotetraploid,33.5,0.037,0.0123,1.38,0.0138,1.12195122,4.77,0.332432432,36.4,0.0286,0.0079,0.99,0.0099,1.253164557,4.01,0.276223776,NA,NA,NA,NA,NA,NA,NA,NA,0.01185,0.0101,34.95,1.54344718,0.304328104,0.015891395,1.187557889,0.074654789,0,0,0,0,0,0.0264,0.042291395,0.0208,0.063091395,-1.20002987,0.491825819,0.0041,0.0167,0,0.670319542,0.329680458,0.06498509,0.264695368,0.160085222
Cheney3-2018,Cheney,18,4x,414,L,Neotetraploid,33.9,0.0164,0.0053,0.56,0.0056,1.056603774,3,0.323170732,36.9,0.0192,0.0065,0.69,0.0069,1.061538462,3.32,0.338541667,NA,NA,NA,NA,NA,NA,NA,NA,0.00625,0.0059,35.4,1.549003262,0.3308562,0.012499497,1.059071118,0.024925125,0,1,0,0,1,0.015,0.027499497,0.0068,0.034299497,-1.464712249,0.24727725,0.001,0.0058,0,0.801746364,0.198253636,0.029154946,0.16909869,0.172014184
Cheney4-2018,Cheney,24,2x-G,140,L,Neotetraploid,43.1,0.0371,0.0145,1.44,0.0144,0.993103448,5.01,0.39083558,41.5,0.0386,0.0138,1.44,0.0144,1.043478261,4.81,0.357512953,NA,NA,NA,NA,NA,NA,NA,NA,0.0144,0.01415,42.3,1.626340367,0.374174267,0.017726893,1.018290855,0.007871844,0,0,0,0,0,0.0636,0.081326893,0.0635,0.144826893,-0.839150786,0.780799532,0.0302,0.0333,0,0.56154552,0.43845448,0.208524808,0.229929672,0.097702849
CheneyA-2018,Cheney,22,4x,426,L,Neotetraploid,38.1,0.0426,0.0146,1.44,0.0144,0.98630137,4.91,0.342723005,35.3,0.0407,0.0128,1.34,0.0134,1.046875,4.62,0.314496314,NA,NA,NA,NA,NA,NA,NA,NA,0.0139,0.0137,36.7,1.564666064,0.32860966,0.031528558,1.016588185,0.007145058,1,1,0,1,3,0.0307,0.062228558,0.0223,0.084528558,-1.07299654,0.358356368,0.0052,0.0171,0,0.736183835,0.263816165,0.061517671,0.202298494,0.162075402
Cheney3-2018,Cheney,17,4x,413,L,Neotetraploid,34.7,0.0279,0.0097,0.93,0.0093,0.958762887,3.8,0.347670251,36.7,0.0241,0.0102,0.83,0.0083,0.81372549,3.59,0.423236515,NA,NA,NA,NA,NA,NA,NA,NA,0.0088,0.00995,35.7,1.552668216,0.385453383,0.026615343,0.886244189,-0.052446599,1,1,0,0,2,0.0294,0.056015343,0.022,0.078015343,-1.107819978,0.392749536,0.0116,0.0104,0,0.718004188,0.281995812,0.148688701,0.133307111,0.127539015
KB2-8,Palouse,31,4x,742,C,Neotetraploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
KB2-8,Palouse,4,4x,436,C,Neotetraploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.2558,0.2558,0.0943,0.3501,-0.455807889,0.368647381,0.0442,0.0501,0,0.730648386,0.269351614,0.126249643,0.143101971,NA
KB2-8,Palouse,2,4x,434,C,Neotetraploid,50.6,0.1119,0.0365,3.34,0.0334,0.915068493,7.59,0.326184093,49.3,0.1122,0.036,3.34,0.0334,0.927777778,7.57,0.320855615,51.1,0.1337,0.0432,3.7,0.037,0.856481481,8.16,0.323111444,0.0346,0.038566667,50.33333333,1.701855693,0.323383717,0.040724703,0.899775917,-0.045865635,1,1,1,1,4,0.0947,0.135424703,0.1146,0.250024703,-0.60201708,0.846226704,0.0388,0.0758,0,0.541645291,0.458354709,0.155184666,0.303170043,0.154251426
KB2-8,Palouse,1,4x,433,C,Neotetraploid,54.8,0.1436,0.0469,3.78,0.0378,0.805970149,8.11,0.326601671,44.6,0.1628,0.0484,4.58,0.0458,0.946280992,9.04,0.297297297,NA,NA,NA,NA,NA,NA,NA,NA,0.0418,0.04765,49.7,1.696356389,0.311949484,NA,0.876125571,-0.057433644,0,0,0,0,0,0.218,0.218,0.1127,0.3307,-0.480565805,0.516972477,0.0524,0.0603,0,0.659207741,0.340792259,0.158451769,0.18234049,0.144088298
KB2-8,Palouse,3,4x,435,C,Neotetraploid,52.9,0.1188,0.041,3.2,0.032,0.780487805,7.54,0.345117845,49.7,0.1193,0.039,3.31,0.0331,0.848717949,7.57,0.326906957,NA,NA,NA,NA,NA,NA,NA,NA,0.03255,0.04,51.3,1.710117365,0.336012401,NA,0.814602877,-0.08905406,0,0,0,0,0,0.1906,0.1906,0.1139,0.3045,-0.516412703,0.597586569,0.0646,0.0493,0,0.625944171,0.374055829,0.212151067,0.161904762,0.13136289
KB2-8,Palouse,32,4x,770,H,Neotetraploid,55.7,0.2596,0.0684,7.29,0.0729,1.065789474,11.53,0.26348228,53.8,0.2325,0.0551,6.1,0.061,1.10707804,10.53,0.236989247,NA,NA,0.065,7.88,0.0788,1.212307692,11.82,NA,0.0709,0.062833333,54.75,1.738384124,0.250235764,0.007289988,1.128391735,0.052459896,1,1,1,1,4,0.4457,0.452989988,0.1249,0.577889988,-0.23815483,0.275723533,0.0373,0.0876,0,0.783868898,0.216131102,0.064545157,0.151585945,0.108728883
KB2-8,Palouse,9,4x,441,H,Neotetraploid,36.4,0.1857,0.04,4.81,0.0481,1.2025,8.82,0.215401185,41.8,0.1623,0.035,3.91,0.0391,1.117142857,8.12,0.215650031,45.3,0.2016,0.0469,4.94,0.0494,1.053304904,9.08,0.232638889,0.045533333,0.040633333,41.16666667,1.614545703,0.221230035,0.02201642,1.12431592,0.05088836,1,1,0,1,3,0.3618,0.38381642,0.063,0.44681642,-0.349870875,0.164140971,0.0081,0.0549,0,0.859002496,0.140997504,0.018128251,0.122869254,0.090939659
KB2-8,Palouse,11,4x,443,H,Neotetraploid,64.6,0.2996,0.0699,7.85,0.0785,1.123032904,11.82,0.233311081,62.6,0.2529,0.0663,6.56,0.0656,0.989441931,10.75,0.262158956,NA,0.3255,0.0864,8.02,0.0802,0.928240741,11.71,0.265437788,0.074766667,0.0742,63.6,1.816903839,0.253635942,0.022778932,1.013571859,0.005854544,0,0,0,0,0,0.6315,0.654278932,0.1431,0.797378932,-0.098335243,0.218714058,0.0336,0.1095,0,0.820537019,0.179462981,0.042138058,0.137324922,0.093054879
KB2-8,Palouse,10,4x,442,H,Neotetraploid,56.5,0.2969,0.0811,7.66,0.0766,0.944512947,12.25,0.273155945,53.9,0.3242,0.0835,8.3,0.083,0.994011976,12.5,0.257557064,54.1,0.3486,0.0901,8.92,0.0892,0.990011099,12.14,0.258462421,0.082933333,0.0849,54.83333333,1.739044648,0.263058477,0.021813353,0.976178674,-0.010470684,0,1,0,0,1,0.8549,0.876713353,0.2234,1.100113353,0.041437436,0.254815327,0.0536,0.1698,0,0.796930017,0.203069983,0.048722252,0.154347731,0.077173866
KB2-8,Palouse,12,4x,444,H,Neotetraploid,62.2,0.2619,0.0689,6.52,0.0652,0.946298984,10.75,0.263077511,61.9,0.3086,0.0847,8.07,0.0807,0.952774498,11.8,0.274465327,61.5,0.2749,0.0774,7.3,0.073,0.943152455,11.45,0.28155693,0.072966667,0.077,61.86666667,1.791456717,0.273033256,0.038748871,0.947408646,-0.023462656,0,0,0,0,0,0.5165,0.555248871,0.1352,0.690448871,-0.160868476,0.243494417,0.0349,0.1003,0,0.804185356,0.195814644,0.050546828,0.145267817,0.111521654
KB2-8,Palouse,20,4x,440,L,Neotetraploid,48.5,0.0242,0.0081,0.79,0.0079,0.975308642,3.52,0.334710744,NA,0.0167,0.0063,0.69,0.0069,1.095238095,3.37,0.377245509,NA,NA,NA,NA,NA,NA,NA,NA,0.0074,0.0072,48.5,1.685741739,0.355978127,0.009458339,1.035273369,0.015055043,0,1,0,0,1,0.0124,0.021858339,0.0079,0.029758339,-1.526391313,0.36141813,1.00E-04,0.0078,0,0.734528194,0.265471806,0.003360403,0.262111403,0.241948988
KB2-8,Palouse,17,4x,437,L,Neotetraploid,45.2,0.0522,0.017,1.58,0.0158,0.929411765,5.09,0.325670498,41.5,0.0405,0.0124,1.26,0.0126,1.016129032,4.6,0.30617284,NA,NA,NA,NA,NA,NA,NA,NA,0.0142,0.0147,43.35,1.636989102,0.315921669,0.011508665,0.972770399,-0.011989653,0,1,0,0,1,0.0499,0.061408665,0.0407,0.102108665,-0.990937402,0.662772916,0.0215,0.0192,0,0.601405033,0.398594967,0.210559995,0.188034972,0.143964276
KB2-8,Palouse,19,4x,439,L,Neotetraploid,48.7,0.0461,0.0144,1.27,0.0127,0.881944444,4.66,0.312364425,51.9,0.0338,0.0099,1.01,0.0101,1.02020202,4.05,0.292899408,NA,NA,NA,NA,NA,NA,NA,NA,0.0114,0.01215,50.3,1.701567985,0.302631917,0.024610029,0.951073232,-0.021786041,1,0,0,0,1,0.0297,0.054310029,0.0291,0.083410029,-1.078781728,0.53581264,0.0109,0.0182,0,0.65112109,0.34887891,0.130679729,0.218199181,0.145665937
KB2-8,Palouse,18,4x,438,L,Neotetraploid,43.2,0.0249,0.0078,0.75,0.0075,0.961538462,3.55,0.313253012,47.3,0.0288,0.0101,0.87,0.0087,0.861386139,3.84,0.350694444,NA,NA,NA,NA,NA,NA,NA,NA,0.0081,0.00895,45.25,1.655618584,0.331973728,0.012319727,0.911462301,-0.040261289,0,0,0,0,0,0.0244,0.036719727,0.0219,0.058619727,-1.231956208,0.596409663,1.00E-04,0.0218,0,0.62640563,0.37359437,0.00170591,0.37188846,0.152678978
Santa8-2018,Santa,31,4x,749,C,Neotetraploid,34.2,0.0707,0.0171,2.44,0.0244,1.426900585,6.29,0.241867044,36.9,0.0731,0.0184,2.4,0.024,1.304347826,6.36,0.251709986,NA,NA,NA,NA,NA,NA,NA,NA,0.0242,0.01775,35.55,1.550839605,0.246788515,NA,1.365624206,0.135331206,0,0,0,0,0,0.0414,0.0414,0.0122,0.0536,-1.27083521,0.29468599,0.0017,0.0105,0,0.77238806,0.22761194,0.031716418,0.195895522,0.331156716
Santa8-2018,Santa,6,4x,470,C,Neotetraploid,44.2,0.0562,0.0152,1.86,0.0186,1.223684211,5.44,0.270462633,48.3,0.0819,0.0225,2.8,0.028,1.244444444,6.73,0.274725275,NA,NA,NA,NA,NA,NA,NA,NA,0.0233,0.01885,46.25,1.665111737,0.272593954,NA,1.234064328,0.091337799,0,0,0,0,0,0.0815,0.0815,0.0272,0.1087,-0.963770456,0.333742331,0.0086,0.0186,0,0.749770009,0.250229991,0.079116835,0.171113155,0.173413063
Santa8-2018,Santa,31,4x,745,C,Neotetraploid,43.8,0.0835,0.0233,2.95,0.0295,1.266094421,7.03,0.279041916,39.5,0.0923,0.0276,3.21,0.0321,1.163043478,7.31,0.299024919,NA,NA,NA,NA,NA,NA,NA,NA,0.0308,0.02545,41.65,1.619615006,0.289033418,NA,1.21456895,0.084422174,0,0,0,0,0,0.0891,0.0891,0.0143,0.1034,-0.985479461,0.160493827,0.0021,0.0122,0,0.861702128,0.138297872,0.020309478,0.117988395,0.246131528
Santa8-2018,Santa,8,4x,472,C,Neotetraploid,47.3,0.0382,0.0115,1.42,0.0142,1.234782609,4.81,0.30104712,47.5,0.0503,0.0168,1.73,0.0173,1.029761905,5.29,0.333996024,NA,NA,NA,NA,NA,NA,NA,NA,0.01575,0.01415,47.4,1.675778342,0.317521572,NA,1.132272257,0.053950866,1,1,1,1,4,0.0502,0.0502,0.0257,0.0759,-1.119758224,0.511952191,0.003,0.0227,0,0.661396574,0.338603426,0.039525692,0.299077734,0.186429513
Santa5-2018,Santa,2,4x,458,C,Neotetraploid,41.8,0.0537,0.0195,2.15,0.0215,1.102564103,6.06,0.363128492,45.4,0.0593,0.0207,2.4,0.024,1.15942029,6.32,0.349072513,45.1,0.0592,0.0202,2.28,0.0228,1.128712871,6.17,0.341216216,0.022766667,0.020133333,44.1,1.644438589,0.351139074,0.026277806,1.130232421,0.053167761,0,0,0,0,0,0.2322,0.258477806,0.1655,0.423977806,-0.372656877,0.640287081,0.0437,0.1218,0,0.609649379,0.390350621,0.103071433,0.287279188,0.047486762
Santa8-2018,Santa,7,4x,471,C,Neotetraploid,40.7,0.0682,0.0191,2.06,0.0206,1.078534031,5.88,0.280058651,41.8,0.0872,0.0253,2.51,0.0251,0.992094862,6.59,0.290137615,42.6,0.086,0.0241,2.5,0.025,1.037344398,6.57,0.280232558,0.023566667,0.022833333,41.7,1.620136055,0.283476275,0.039265182,1.035991097,0.015356023,1,1,1,1,4,0.0564,0.095665182,0.0306,0.126265182,-0.898716391,0.319865591,0.0108,0.0198,0,0.757652905,0.242347095,0.085534269,0.156812826,0.180836337
Santa5-2018,Santa,11,4x,467,H,Neotetraploid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1.0023,1.0023,0.4181,1.4204,0.152410664,0.417140577,0.1353,0.2828,0,0.705646297,0.294353703,0.095254858,0.199098845,NA
Santa8-2018,Santa,15,4x,479,H,Neotetraploid,49.4,0.2165,0.0559,6.28,0.0628,1.123434705,11.17,0.258198614,49.7,0.1087,0.0283,3.98,0.0398,1.406360424,8.81,0.260349586,NA,0.1912,0.0465,5.29,0.0529,1.137634409,10.21,0.243200837,0.051833333,0.043566667,49.55,1.695043659,0.253916346,0.023310508,1.222476513,0.087240524,0,0,0,0,0,0.549,0.572310508,0.1972,0.769510508,-0.113785445,0.344568197,0.0914,0.1058,0,0.743733194,0.256266806,0.118776806,0.13749,0.056616078
Santa15-2018,Santa,32,4x,777,H,Neotetraploid,47.7,0.2558,0.0653,7.5,0.075,1.148545176,11.33,0.255277561,51.9,0.2417,0.0622,6.91,0.0691,1.110932476,11,0.257343815,NA,NA,0.0631,7.95,0.0795,1.259904913,11.69,NA,0.074533333,0.063533333,49.8,1.697229343,0.256310688,0.035168974,1.173127522,0.069345224,0,1,1,0,2,0.5049,0.540068974,0.1336,0.673668974,-0.171553454,0.24737581,0.02,0.1136,0,0.801683015,0.198316985,0.029688171,0.168628814,0.094309424
Santa5-2018,Santa,32,4x,762,H,Neotetraploid,40.7,0.1881,0.0461,5.03,0.0503,1.091106291,9.4,0.245082403,42.9,0.2577,0.0633,6.79,0.0679,1.072669826,10.8,0.245634459,NA,NA,NA,NA,NA,NA,NA,NA,0.0591,0.0547,41.8,1.621176282,0.245358431,NA,1.081888059,0.034182327,0,0,0,0,0,0.4563,0.4563,0.0825,0.5388,-0.268572413,0.180802104,0.0266,0.0559,0,0.84688196,0.15311804,0.049368968,0.103749072,0.101521901
Santa5-2018,Santa,18,4x,462,L,Neotetraploid,NA,0.0065,0.001,0.25,0.0025,2.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0025,0.001,NA,NA,NA,NA,NA,NA,0,0,1,1,2,0.0088,0.0088,0.003,0.0118,-1.928117993,0.340909091,1.00E-04,0.0029,0,0.745762712,0.254237288,0.008474576,0.245762712,0.084745763
Santa8-2018,Santa,21,4x,473,L,Neotetraploid,33.8,0.0194,0.0053,0.9,0.009,1.698113208,3.92,0.273195876,36.9,0.0135,0.0032,0.6,0.006,1.875,3.25,0.237037037,NA,NA,0.0043,0.64,0.0064,1.488372093,3.3,NA,0.007133333,0.004266667,35.35,1.548389418,0.255116457,NA,1.687161767,0.227156725,1,1,1,1,4,0.016,0.016,0.0221,0.0381,-1.419075024,1.38125,0.006,0.0161,0,0.419947507,0.580052493,0.157480315,NA,0.11198601
Santa16-2018,Santa,21,2x-G,113,L,Neotetraploid,39.5,0.0243,0.0073,0.98,0.0098,1.342465753,4.08,0.300411523,38.9,0.0239,0.007,0.97,0.0097,1.385714286,3.92,0.292887029,39.4,0.0274,0.0081,1.05,0.0105,1.296296296,4.24,0.295620438,0.01,0.007466667,39.26666667,1.594024036,0.29630633,0.01946569,1.341492112,0.127588123,0,1,1,0,2,0.0281,0.04756569,0.0471,0.09466569,-1.023807395,0.99020954,0.0234,0.0237,0,0.502459656,0.497540344,0.247185649,0.250354696,0.078874057
Santa8-2018,Santa,23,4x,475,L,Neotetraploid,39.1,0.019,0.0067,0.81,0.0081,1.208955224,3.66,0.352631579,34.5,0.0162,0.0053,0.76,0.0076,1.433962264,3.57,0.327160494,NA,NA,NA,NA,NA,NA,NA,NA,0.00785,0.006,36.8,1.565847819,0.339896037,0.027051976,1.321458744,0.121053609,1,1,1,1,4,0.0492,0.076251976,0.032,0.108251976,-0.965564167,0.419661256,0.0186,0.0134,0,0.704393387,0.295606613,0.171821344,0.123785269,0.05542624
Santa5-2018,Santa,19,4x,463,L,Neotetraploid,40.1,0.0391,0.0142,1.52,0.0152,1.070422535,5.17,0.363171355,39.1,0.0388,0.0113,1.54,0.0154,1.362831858,5.26,0.291237113,NA,NA,NA,NA,NA,NA,NA,NA,0.0153,0.01275,39.6,1.597695186,0.327204234,0.02949987,1.216627197,0.085157521,0,1,0,0,1,0.0555,0.08499987,0.0195,0.10449987,-0.98088425,0.229412116,0.0091,0.0104,0,0.813396897,0.186603103,0.087081448,0.099521655,0.122009721
Santa9-2018,Santa,22,2x-G,66,L,Neotetraploid,33.8,0.0381,0.0135,1.55,0.0155,1.148148148,5.27,0.354330709,41.1,0.0394,0.0129,1.58,0.0158,1.224806202,5.17,0.327411168,NA,NA,NA,NA,NA,NA,NA,NA,0.01565,0.0132,37.45,1.573451822,0.340870939,0.022958471,1.186477175,0.074259388,0,1,0,0,1,0.0669,0.089858471,0.0533,0.143158471,-0.844182949,0.593154985,0.0259,0.0274,0,0.627685322,0.372314678,0.180918389,0.191396288,0.092205511
Santa8-2018,Santa,24,4x,476,L,Neotetraploid,32.5,0.043,0.0167,1.81,0.0181,1.083832335,5.87,0.388372093,35.5,0.0459,0.0145,1.84,0.0184,1.268965517,5.63,0.315904139,NA,NA,NA,NA,NA,NA,NA,NA,0.01825,0.0156,34,1.531478917,0.352138116,0.015147454,1.176398926,0.070554619,1,0,1,0,2,0.0735,0.088647454,0.0421,0.130747454,-0.883566759,0.474914937,0.0138,0.0283,0,0.678005202,0.321994798,0.105546988,0.216447809,0.119313987